id,listing_url,name,host_id,host_name,host_is_superhost,neighbourhood_cleansed,accommodates,bathrooms,bedrooms,amenities,price
35872709,https://www.airbnb.com/rooms/35872709,Modern 1BR | Desk + WiFi | Work Remotely  | by GLS,30283594,Global Luxury Suites,f,South of Market,3,1,1,"""Gym"",""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Paid parking off premises"",""Elevator"",""Dishwasher"",""Lockbox"",""BBQ grill"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Shower gel"",""Wifi"",""Bathtub"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Patio or balcony"",""Hair dryer"",""Single level home"",""Long term stays allowed"",""Baking sheet"",""Kitchen"",""Washer"",""Cable TV"",""Oven"",""Bed linens""",$169.00 
35874111,https://www.airbnb.com/rooms/35874111,Cole Valley Original near Golden Gate Park,269828471,Marc,t,Haight Ashbury,4,1,2,"""Heating"",""Hot water"",""Private living room"",""Stove"",""Iron"",""Carbon monoxide alarm"",""Coffee maker"",""Dishwasher"",""Lockbox"",""Private entrance"",""BBQ grill"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""First aid kit"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Lock on bedroom door"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Garden or backyard"",""Hair dryer"",""Kitchen"",""Washer"",""Cable TV"",""Oven"",""Bed linens"",""Free street parking""",$135.00 
35874412,https://www.airbnb.com/rooms/35874412,Modern 1BR | Near SF General | W/D | by GLS,30283594,Global Luxury Suites,f,South of Market,3,1,1,"""Gym"",""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Paid parking on premises"",""Elevator"",""Dishwasher"",""Lockbox"",""BBQ grill"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Shower gel"",""Wifi"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Hair dryer"",""Single level home"",""Long term stays allowed"",""Baking sheet"",""Kitchen"",""Washer"",""Cable TV"",""Oven"",""Bed linens""",$169.00 
35876104,https://www.airbnb.com/rooms/35876104,"Bright 2BR in San Francisco, Near Ocean Beach",48005494,Zeus,t,Outer Richmond,4,3,2,"""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Indoor fireplace"",""Dishwasher"",""Private entrance"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Wifi"",""Shampoo"",""TV"",""Dishes and silverware"",""Patio or balcony"",""Hair dryer"",""Kitchen"",""Washer"",""Cable TV"",""Oven"",""Bed linens""",$149.00 
35878510,https://www.airbnb.com/rooms/35878510,Beautiful Marina District Home,269864849,Richard,f,Marina,6,3,3,"""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Pack \u2019n Play/travel crib"",""Indoor fireplace"",""Dishwasher"",""Luggage dropoff allowed"",""Private entrance"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Refrigerator"",""Free parking on premises"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Patio or balcony"",""Garden or backyard"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Washer"",""Cable TV"",""Oven"",""Bed linens"",""Free street parking"",""Ethernet connection""",$846.00 
35893473,https://www.airbnb.com/rooms/35893473,Premium Castro 2BR w/ Backyard + W/D near Whole Foods by Blueground,107434423,Blueground,f,Noe Valley,4,1,2,"""Heating"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Dishwasher"",""Lockbox"",""Private entrance"",""BBQ grill"",""Microwave"",""Hangers"",""Essentials"",""Smoke alarm"",""Refrigerator"",""Wifi"",""Bathtub"",""Shampoo"",""Garden or backyard"",""TV"",""Patio or balcony"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Washer"",""Cable TV"",""Oven"",""Bed linens"",""Free street parking""",$231.00 
35910410,https://www.airbnb.com/rooms/35910410,L'hotel Excelsior!,17171961,Lexie,f,Excelsior,3,1,1,"""Heating"",""Hot water"",""Children\u2019s books and toys"",""Iron"",""Coffee maker"",""Luggage dropoff allowed"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""Extra pillows and blankets"",""Fire extinguisher"",""Wifi"",""Table corner guards"",""Bathtub"",""Lock on bedroom door"",""Shampoo"",""TV"",""Room-darkening shades"",""Game console"",""Hair dryer"",""Host greets you"",""Children\u2019s dinnerware"",""Bed linens"",""Window guards"",""Free street parking""",$70.00 
35911250,https://www.airbnb.com/rooms/35911250,North Beach - Perfect for Business or Vacation,1229762,Jason,t,North Beach,2,1,1,"""Heating"",""Hot water"",""Private living room"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Paid parking off premises"",""Dishwasher"",""Private entrance"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Lock on bedroom door"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Garden or backyard"",""Hair dryer"",""Kitchen"",""Washer"",""Keypad"",""Cable TV"",""Oven"",""Bed linens"",""Ethernet connection""",$215.00 
35916856,https://www.airbnb.com/rooms/35916856,#F15 Full private room in NobHill @hacknsleep,267895362,Zarina,f,Nob Hill,2,5,1,"""Heating"",""Stove"",""Air conditioning"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Dishwasher"",""BBQ grill"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Lock on bedroom door"",""Cooking basics"",""TV"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Washer"",""Oven""",$62.00 
35917031,https://www.airbnb.com/rooms/35917031,#T15 Twin private room in NobHill @ hacknsleep,267895362,Zarina,f,Nob Hill,1,5,1,"""Heating"",""Hot water"",""Stove"",""Air conditioning"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Dishwasher"",""BBQ grill"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""First aid kit"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Lock on bedroom door"",""Cooking basics"",""TV"",""Dishes and silverware"",""Hair dryer"",""Kitchen"",""Washer"",""Cable TV"",""Oven"",""Bed linens""",$60.00 
35917078,https://www.airbnb.com/rooms/35917078,#T15 Twin private room in NobHill @ hacknsleep,267895362,Zarina,f,Nob Hill,1,5,1,"""Heating"",""Hot water"",""Stove"",""Air conditioning"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Dishwasher"",""BBQ grill"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Lock on bedroom door"",""Cooking basics"",""TV"",""Dishes and silverware"",""Hair dryer"",""Kitchen"",""Washer"",""Cable TV"",""Oven"",""Bed linens""",$60.00 
35917180,https://www.airbnb.com/rooms/35917180,#S15 Shared (bunk) in Nob Hill @ hacknsleep,267895362,Zarina,f,Nob Hill,2,5,1,"""Heating"",""Hot water"",""Stove"",""Air conditioning"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Dishwasher"",""BBQ grill"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""TV"",""Dishes and silverware"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Washer"",""Oven"",""Bed linens""",$33.00 
35917270,https://www.airbnb.com/rooms/35917270,#S15 Shared (bunk) in Nob Hill @ hacknsleep,267895362,Zarina,f,Nob Hill,2,5,1,"""Heating"",""Hot water"",""Stove"",""Air conditioning"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Dishwasher"",""BBQ grill"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""TV"",""Dishes and silverware"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Washer"",""Oven"",""Bed linens""",$33.00 
35917405,https://www.airbnb.com/rooms/35917405,"1226 - Private Basement Unit, near Ocean & GG Park",269663896,Winnie,f,Inner Sunset,6,2,2,"""Heating"",""Hot water"",""Iron"",""Dryer"",""Coffee maker"",""Luggage dropoff allowed"",""Lockbox"",""Private entrance"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Wifi"",""Shampoo"",""Garden or backyard"",""TV"",""Dishes and silverware"",""Hair dryer"",""Single level home"",""Washer"",""Bed linens"",""Free street parking""",$173.00 
35938695,https://www.airbnb.com/rooms/35938695,Sunny Dolores Heights! Work- and Family-Ready.,270319103,Mary,t,Mission,4,1.5,2,"""Heating"",""Hot water"",""Children\u2019s books and toys"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Dishwasher"",""Private entrance"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Shower gel"",""Fire extinguisher"",""Wifi"",""Bathtub"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Room-darkening shades"",""Patio or balcony"",""Hair dryer"",""Long term stays allowed"",""Host greets you"",""Baking sheet"",""Kitchen"",""Washer"",""Fireplace guards"",""Cable TV"",""Oven"",""Bed linens"",""Free street parking""",$190.00 
35939097,https://www.airbnb.com/rooms/35939097,Private Bedroom in Sunny Bernal Heights,152256205,Sean,f,Bernal Heights,1,1,1,"""Smoke alarm"",""Lock on bedroom door"",""Washer"",""Dryer"",""TV"",""Carbon monoxide alarm"",""Hangers"",""Laptop-friendly workspace""",$80.00 
35944209,https://www.airbnb.com/rooms/35944209,1BR 1BA - Private Bath - Downtown- SoMa- Food Park,103884979,Rams,f,South of Market,2,4,1,"""Smoke alarm"",""Long term stays allowed"",""Refrigerator"",""Heating"",""Hot water"",""Building staff"",""First aid kit"",""Luggage dropoff allowed"",""Fire extinguisher"",""Wifi"",""Iron"",""Shampoo"",""Cable TV"",""TV"",""Carbon monoxide alarm"",""Hangers"",""Hair dryer"",""Essentials"",""Laptop-friendly workspace""",$80.00 
35944237,https://www.airbnb.com/rooms/35944237,Private Suite: Inner Sunset Oasis,209815290,Deniz,t,Inner Sunset,4,1,2,"""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Luggage dropoff allowed"",""Private entrance"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Shower gel"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Patio or balcony"",""Hair dryer"",""Long term stays allowed"",""Baking sheet"",""Kitchen"",""Washer"",""Smart lock"",""Oven"",""Bed linens"",""Free street parking""",$140.00 
35944593,https://www.airbnb.com/rooms/35944593,"Huge private room, Home office&backyard(Victorian)",127625873,Nakisa,f,Western Addition,2,1,1,"""Heating"",""Kitchen"",""Wifi"",""Washer"",""Iron"",""Shampoo"",""Dryer"",""Hangers"",""Hair dryer"",""Essentials"",""Smoke alarm""",$59.00 
35945149,https://www.airbnb.com/rooms/35945149,City Sanctuary 2,426772,Richard,f,Potrero Hill,3,1,1,"""Heating"",""Hot water"",""Air conditioning"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Dishwasher"",""Private entrance"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Bathtub"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Garden or backyard"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Washer"",""Oven""",$110.00 
35952064,https://www.airbnb.com/rooms/35952064,Modern SoMa 1BR w/ Gym + Roofdeck near BART (Civic Center) by Blueground,107434423,Blueground,f,South of Market,2,1,1,"""Gym"",""Heating"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Paid parking on premises"",""Elevator"",""Dishwasher"",""Lockbox"",""Private entrance"",""BBQ grill"",""Microwave"",""Hangers"",""Essentials"",""Smoke alarm"",""Refrigerator"",""Wifi"",""Bathtub"",""Shampoo"",""Garden or backyard"",""TV"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Washer"",""Cable TV"",""Oven"",""Bed linens""",$175.00 
36001435,https://www.airbnb.com/rooms/36001435,Immaculate Master Suite by SF General Hospital,265485766,Sheng,t,Mission,2,1,1,"""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Dishwasher"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Lock on bedroom door"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Garden or backyard"",""Hair dryer"",""Kitchen"",""Washer"",""Smart lock"",""Oven"",""Bed linens"",""Free street parking""",$67.00 
36002747,https://www.airbnb.com/rooms/36002747,"Hotel Vertigo, Deluxe Queen",269577587,Hotel Vertigo,f,Downtown/Civic Center,2,1,1,"""Gym"",""Heating"",""Hot water"",""Paid parking off premises"",""First aid kit"",""Fire extinguisher"",""Wifi"",""Private entrance"",""Lock on bedroom door"",""Iron"",""Carbon monoxide alarm"",""TV"",""Coffee maker"",""Hangers"",""Hair dryer"",""Essentials"",""Smoke alarm""",$428.00 
36002932,https://www.airbnb.com/rooms/36002932,"Hotel Vertigo, Deluxe Double Double",269577587,Hotel Vertigo,f,Nob Hill,2,1,1,"""Gym"",""Heating"",""Hot water"",""Paid parking off premises"",""First aid kit"",""Fire extinguisher"",""Wifi"",""Private entrance"",""Lock on bedroom door"",""Iron"",""Carbon monoxide alarm"",""TV"",""Coffee maker"",""Hangers"",""Hair dryer"",""Essentials"",""Smoke alarm""",$428.00 
36003038,https://www.airbnb.com/rooms/36003038,"Carriage Inn, Deluxe Double Double",269579152,Carriage Inn,f,South of Market,2,1,1,"""Gym"",""Heating"",""Hot water"",""Air conditioning"",""Iron"",""Carbon monoxide alarm"",""Coffee maker"",""Pack \u2019n Play/travel crib"",""Paid parking on premises"",""Building staff"",""Pool"",""Luggage dropoff allowed"",""Private entrance"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Shower gel"",""Fire extinguisher"",""Wifi"",""Lock on bedroom door"",""Shampoo"",""TV"",""Hair dryer"",""Bed linens""",$215.00 
36003207,https://www.airbnb.com/rooms/36003207,"Carriage Inn, Deluxe King",269579152,Carriage Inn,f,South of Market,2,1,1,"""Gym"",""Heating"",""Hot water"",""Air conditioning"",""Iron"",""Carbon monoxide alarm"",""Coffee maker"",""Pack \u2019n Play/travel crib"",""Paid parking on premises"",""Building staff"",""Pool"",""Luggage dropoff allowed"",""Private entrance"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""First aid kit"",""Fire extinguisher"",""Wifi"",""Lock on bedroom door"",""Shampoo"",""TV"",""Hair dryer""",$215.00 
36004708,https://www.airbnb.com/rooms/36004708,Newly Remodeled 2 Bed/2 Bath w/ Stunning Views,30066103,Sasha,f,Potrero Hill,4,2,3,"""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Dishwasher"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Bathtub"",""Cooking basics"",""Shampoo"",""Dishes and silverware"",""Hair dryer"",""Kitchen"",""Washer"",""Oven"",""Bed linens""",$532.00 
36005275,https://www.airbnb.com/rooms/36005275,"San Francisco Home, Bayview, Private Room #3",45822891,Robert,f,Bayview,2,1,1,"""Smoke alarm"",""Refrigerator"",""Hot water"",""Private living room"",""Wifi"",""Lockbox"",""Lock on bedroom door"",""Washer"",""Microwave"",""Dryer"",""Coffee maker"",""Shampoo"",""Hangers"",""Carbon monoxide alarm"",""Hair dryer"",""Free street parking"",""Essentials"",""Laptop-friendly workspace""",$45.00 
36007807,https://www.airbnb.com/rooms/36007807,Penthouse Living w/ Private Room+Private Bathroom,27154461,Shirley,t,South of Market,1,1,1,"""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Paid parking off premises"",""Elevator"",""Lockbox"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Patio or balcony"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Washer"",""Cable TV"",""Oven"",""Bed linens""",$78.00 
36024356,https://www.airbnb.com/rooms/36024356,Modern Rincon Hill 1BR w/ A/C + Gym near Bay Bridge by Blueground,107434423,Blueground,f,South of Market,2,1,1,"""Gym"",""Heating"",""Air conditioning"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Paid parking on premises"",""Elevator"",""Dishwasher"",""Lockbox"",""Private entrance"",""BBQ grill"",""Microwave"",""Hangers"",""Essentials"",""Smoke alarm"",""Refrigerator"",""Wifi"",""Bathtub"",""Shampoo"",""TV"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Washer"",""Cable TV"",""Oven"",""Bed linens""",$240.00 
36029332,https://www.airbnb.com/rooms/36029332,Live Like a Local in Sunny Bernal Heights,23573644,Lisa,t,Bernal Heights,6,1,2,"""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Dishwasher"",""Luggage dropoff allowed"",""Lockbox"",""Private entrance"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Free parking on premises"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""TV"",""Dishes and silverware"",""Room-darkening shades"",""Patio or balcony"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Babysitter recommendations"",""Washer"",""Cable TV"",""Bed linens"",""Free street parking""",$219.00 
36036453,https://www.airbnb.com/rooms/36036453,#aT15:Twin private room in NobHill @hacknsleep,267895362,Zarina,f,Nob Hill,1,5,1,"""Heating"",""Hot water"",""Stove"",""Air conditioning"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Dishwasher"",""BBQ grill"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Lock on bedroom door"",""Cooking basics"",""TV"",""Dishes and silverware"",""Hair dryer"",""Kitchen"",""Washer"",""Cable TV"",""Oven"",""Bed linens""",$50.00 
36036473,https://www.airbnb.com/rooms/36036473,#F15 Full private room in NobHill @ hacknsleep,267895362,Zarina,f,Nob Hill,2,5,1,"""Heating"",""Stove"",""Air conditioning"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Dishwasher"",""BBQ grill"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Lock on bedroom door"",""Cooking basics"",""TV"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Washer"",""Oven""",$62.00 
36041860,https://www.airbnb.com/rooms/36041860,Lower Haight Private Tower Studio,6782071,Ashley,t,Western Addition,2,1,1,"""Heating"",""Hot water"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Pack \u2019n Play/travel crib"",""Dishwasher"",""Building staff"",""Luggage dropoff allowed"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""First aid kit"",""Extra pillows and blankets"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Bathtub"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Washer"",""Oven"",""Bed linens""",$95.00 
36054521,https://www.airbnb.com/rooms/36054521,★ Prime neighborhood: Pacific Heights. Jr 1bd,140872749,Gaisar,t,Western Addition,2,1,1,"""Heating"",""Hot water"",""Cleaning before checkout"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Luggage dropoff allowed"",""Private entrance"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Wifi"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Washer"",""Smart lock"",""Cable TV"",""Oven"",""Bed linens"",""Free street parking""",$93.00 
36065422,https://www.airbnb.com/rooms/36065422,Stylish Mission Flat Near Dolores Park w/ Balcony,12672266,Erin,t,Mission,3,1,1,"""Gym"",""Heating"",""Hot water"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Paid parking on premises"",""Paid parking off premises"",""Elevator"",""Private entrance"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Extra pillows and blankets"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Hair dryer"",""Long term stays allowed"",""Kitchen"",""Breakfast"",""Washer"",""Keypad"",""Bed linens""",$146.00 
36065471,https://www.airbnb.com/rooms/36065471,Brilliant Downtown Studio with Private Patio,12672266,Erin,t,South of Market,2,1,1,"""Heating"",""Hot water"",""Iron"",""Dryer"",""Carbon monoxide alarm"",""Indoor fireplace"",""Lockbox"",""Private entrance"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Garden or backyard"",""Hair dryer"",""Kitchen"",""Breakfast"",""Washer"",""Free street parking""",$117.00 
36078299,https://www.airbnb.com/rooms/36078299,Updated Private Bedroom with Ensuite Bathroom.,248954799,Winnie Sau,t,Visitacion Valley,2,1,1,"""Heating"",""Hot water"",""Stove"",""Iron"",""Carbon monoxide alarm"",""Coffee maker"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Shower gel"",""Fire extinguisher"",""Wifi"",""Lock on bedroom door"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Hair dryer"",""Kitchen"",""Smart lock"",""Cable TV"",""Oven"",""Bed linens"",""Free street parking""",$56.00 
36079270,https://www.airbnb.com/rooms/36079270,Spacious Master Bedroom with Attached Bathroom,248954799,Winnie Sau,t,Visitacion Valley,4,1,1,"""Heating"",""Hot water"",""Stove"",""Iron"",""Carbon monoxide alarm"",""Coffee maker"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""First aid kit"",""Smoke alarm"",""Extra pillows and blankets"",""Refrigerator"",""Shower gel"",""Fire extinguisher"",""Wifi"",""Lock on bedroom door"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Hair dryer"",""Kitchen"",""Smart lock"",""Cable TV"",""Oven"",""Bed linens"",""Free street parking""",$90.00 
36082731,https://www.airbnb.com/rooms/36082731,"Basic, clean and simple home in the fog!",271446479,Betty,t,Twin Peaks,6,1,3,"""Refrigerator"",""Hot water"",""Heating"",""Kitchen"",""Hangers"",""Dishwasher"",""Private entrance"",""Stove"",""Iron"",""Cooking basics"",""Microwave"",""Coffee maker"",""Dishes and silverware"",""Oven"",""Shampoo"",""Carbon monoxide alarm"",""Hair dryer"",""Free street parking"",""Essentials"",""Smoke alarm""",$275.00 
36083245,https://www.airbnb.com/rooms/36083245,Light and Art filled home with views of the bay.,2360400,Richard,f,Bernal Heights,4,1.5,2,"""Heating"",""Stove"",""Iron"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""EV charger"",""Dishwasher"",""Luggage dropoff allowed"",""Private entrance"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""First aid kit"",""Refrigerator"",""Free parking on premises"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""Shampoo"",""TV"",""Dishes and silverware"",""Garden or backyard"",""Patio or balcony"",""Long term stays allowed"",""Kitchen"",""Washer"",""Keypad"",""Oven"",""Free street parking""",$225.00 
36115280,https://www.airbnb.com/rooms/36115280,Private room with private bathroom in Noe Valley,7521684,Daniela,t,Noe Valley,2,1,1,"""Host greets you"",""Smoke alarm"",""Extra pillows and blankets"",""Heating"",""Hot water"",""Luggage dropoff allowed"",""Wifi"",""Lock on bedroom door"",""Washer"",""Iron"",""Shampoo"",""Dryer"",""Carbon monoxide alarm"",""Patio or balcony"",""Hangers"",""Bed linens"",""Hair dryer"",""Free street parking"",""Essentials"",""Laptop-friendly workspace""",$145.00 
36116560,https://www.airbnb.com/rooms/36116560,Startup house in downtown San Francisco,12176788,Jean-Loïck,t,North Beach,1,2.5,1,"""Gym"",""Heating"",""Hot water"",""Stove"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Paid parking off premises"",""Dishwasher"",""BBQ grill"",""Microwave"",""Hangers"",""Essentials"",""Laptop-friendly workspace"",""Smoke alarm"",""First aid kit"",""Refrigerator"",""Fire extinguisher"",""Wifi"",""Cooking basics"",""Garden or backyard"",""Dishes and silverware"",""Single level home"",""Long term stays allowed"",""Kitchen"",""Washer"",""Oven""",$25.00 
36118946,https://www.airbnb.com/rooms/36118946,"Perfect commuter room, clean modern house w views",91573482,Mila,t,Potrero Hill,1,1,1,"""Host greets you"",""Refrigerator"",""Heating"",""Hot water"",""Luggage dropoff allowed"",""Wifi"",""Lock on bedroom door"",""Washer"",""Iron"",""Shampoo"",""Dryer"",""Coffee maker"",""Carbon monoxide alarm"",""Hangers"",""Bed linens"",""Hair dryer"",""Free street parking"",""Essentials"",""Smoke alarm""",$90.00 
36120673,https://www.airbnb.com/rooms/36120673,Bright Charming Centrally Located Apartment,2409390,Eileen,f,Haight Ashbury,3,1,1,"""Host greets you"",""Smoke alarm"",""Heating"",""Hot water"",""Kitchen"",""First aid kit"",""Fire extinguisher"",""Wifi"",""Washer"",""Iron"",""Shampoo"",""Carbon monoxide alarm"",""Hangers"",""Hair dryer"",""Free street parking"",""Essentials"",""Laptop-friendly workspace""",$140.00 
